County,LEA,FY,Year,CLASSFTE,CERTFTE,Enr
Los Angeles,PALOS VERDES PENINSULA UNIFIED,1819.0,7/1/2018,486.0,492.3,11217
Los Angeles,PARAMOUNT UNIFIED,1819.0,7/1/2018,579.0,754.8,14875
Los Angeles,PASADENA UNIFIED,1819.0,7/1/2018,784.0,826.58,16340
Los Angeles,POMONA UNIFIED,1819.0,7/1/2018,1053.0,1728.58,22473
Los Angeles,ROSEMEAD ELEMENTARY,1819.0,7/1/2018,99.0,113.99,2418
Los Angeles,SAN MARINO UNIFIED,1819.0,7/1/2018,137.0,152.45,2967
Los Angeles,SANTA MONICA-MALIBU UNIFIED,1819.0,7/1/2018,603.0,550.62,10625
Los Angeles,SAUGUS UNION ELEMENTARY,1819.0,7/1/2018,465.0,424.3,9791
Los Angeles,SOUTH PASADENA UNIFIED,1819.0,7/1/2018,133.0,203.32,4770
Los Angeles,SOUTH WHITTIER ELEMENTARY,1819.0,7/1/2018,116.0,120.56,2716
Los Angeles,SULPHUR SPRINGS UNION ELEMENTARY,1819.0,7/1/2018,206.0,229.02,5336
Los Angeles,TEMPLE CITY UNIFIED,1819.0,7/1/2018,316.0,249.81,5636
Los Angeles,TORRANCE UNIFIED,1819.0,7/1/2018,975.0,1075.61,23394
Los Angeles,VALLE LINDO ELEMENTARY,1819.0,7/1/2018,30.0,51.0,1087
Los Angeles,WEST COVINA UNIFIED,1819.0,7/1/2018,461.0,525.14,8754
Los Angeles,WESTSIDE UNION ELEMENTARY,1819.0,7/1/2018,369.0,393.4,9622
Los Angeles,WHITTIER CITY ELEMENTARY,1819.0,7/1/2018,334.0,248.88,6072
Los Angeles,WHITTIER UNION HIGH,1819.0,7/1/2018,627.0,461.76,11404
Los Angeles,WILLIAM S. HART UNION HIGH,1819.0,7/1/2018,826.0,1051.07,22416
Los Angeles,WILSONA ELEMENTARY,1819.0,7/1/2018,55.0,57.0,1232
Los Angeles,COMPTON UNIFIED,1819.0,7/1/2018,1536.0,1053.96,20933
Los Angeles,HACIENDA LA PUENTE UNIFIED,1819.0,7/1/2018,1006.0,836.77,18097
Los Angeles,ROWLAND UNIFIED,1819.0,7/1/2018,775.0,594.2,13249
Los Angeles,WALNUT VALLEY UNIFIED,1819.0,7/1/2018,424.0,612.97,13879
Los Angeles,SAN GABRIEL UNIFIED,1819.0,7/1/2018,191.0,240.99,4990
Los Angeles,ACTON-AGUA DULCE UNIFIED,1819.0,7/1/2018,388.0,800.96,2384
Los Angeles,MANHATTAN BEACH UNIFIED,1819.0,7/1/2018,302.0,288.43,6583
Los Angeles,REDONDO BEACH UNIFIED,1819.0,7/1/2018,356.0,437.04,10041
Los Angeles,ALHAMBRA UNIFIED,1819.0,7/1/2018,757.0,748.13,16531
Los Angeles,WISEBURN UNIFIED,1819.0,7/1/2018,157.0,207.04,2502
Madera,MADERA COUNTY OFFICE OF ED.,1819.0,7/1/2018,254.0,58.39,354
Madera,ALVIEW-DAIRYLAND UNION ELEMENTARY,1819.0,7/1/2018,13.0,17.12,402
Madera,BASS LAKE ELEMENTARY,1819.0,7/1/2018,36.0,44.0,891
Madera,CHOWCHILLA ELEMENTARY,1819.0,7/1/2018,104.0,107.0,2245
Madera,CHOWCHILLA UNION HIGH,1819.0,7/1/2018,95.0,50.49,1113
Madera,MADERA UNIFIED,1819.0,7/1/2018,787.0,998.36,20011
Madera,RAYMOND-KNOWLES UNION ELEMENTARY,1819.0,7/1/2018,5.0,6.0,81
Madera,GOLDEN VALLEY UNIFIED,1819.0,7/1/2018,91.0,96.77,2007
Madera,CHAWANAKEE JOINT UNIFIED,1819.0,7/1/2018,64.0,61.35,740
Madera,YOSEMITE UNIFIED,1819.0,7/1/2018,90.0,68.95,1573
Marin,MARIN COUNTY OFFICE OF ED.,1819.0,7/1/2018,156.0,43.07,315
Marin,BOLINAS-STINSON UNION ELEMENTARY,1819.0,7/1/2018,22.0,9.6,90
Marin,MILLER CREEK ELEMENTARY,1819.0,7/1/2018,63.0,95.05,1982
Marin,KENTFIELD ELEMENTARY,1819.0,7/1/2018,37.0,83.0,1230
Marin,LAGUNA JOINT ELEMENTARY,1819.0,7/1/2018,2.0,0.75,14
Marin,LAGUNITAS ELEMENTARY,1819.0,7/1/2018,15.0,12.0,231
Marin,LARKSPUR ELEMENTARY,1819.0,7/1/2018,39.0,83.98,1546
Marin,LINCOLN ELEMENTARY,1819.0,7/1/2018,1.0,0.8,4
Marin,MILL VALLEY ELEMENTARY,1819.0,7/1/2018,98.0,173.61,2948
Marin,NICASIO ELEMENTARY,1819.0,7/1/2018,3.0,3.0,39
Marin,NOVATO UNIFIED,1819.0,7/1/2018,262.0,367.48,7419
Marin,REED UNION ELEMENTARY,1819.0,7/1/2018,52.0,81.69,1364
Marin,ROSS ELEMENTARY,1819.0,7/1/2018,20.0,30.4,394
Marin,SAN RAFAEL CITY ELEMENTARY,1819.0,7/1/2018,93.0,228.9,4614
Marin,SAN RAFAEL CITY HIGH,1819.0,7/1/2018,57.0,118.6,2640
Marin,SAUSALITO-MARIN CITY ELEMENTARY,1819.0,7/1/2018,41.0,12.95,119
Marin,TAMALPAIS UNION HIGH,1819.0,7/1/2018,154.0,283.4,5043
Marin,SHORELINE UNIFIED,1819.0,7/1/2018,30.0,0.0,508
Marin,ROSS VALLEY ELEMENTARY,1819.0,7/1/2018,67.0,109.84,2094
Mariposa,MARIPOSA COUNTY OFFICE OF ED.,1819.0,7/1/2018,10.0,6.0,45
Mariposa,MARIPOSA COUNTY UNIFIED,1819.0,7/1/2018,107.0,101.62,1701
Mendocino,MENDOCINO COUNTY OFFICE OF ED.,1819.0,7/1/2018,50.0,7.0,74
Mendocino,ANDERSON VALLEY UNIFIED,1819.0,7/1/2018,38.0,34.76,490
Mendocino,FORT BRAGG UNIFIED,1819.0,7/1/2018,117.0,110.04,1774
Mendocino,MANCHESTER UNION ELEMENTARY,1819.0,7/1/2018,4.0,4.49,36
Mendocino,MENDOCINO UNIFIED,1819.0,7/1/2018,50.0,41.27,536
Mendocino,ROUND VALLEY UNIFIED,1819.0,7/1/2018,54.0,27.68,409
Mendocino,UKIAH UNIFIED,1819.0,7/1/2018,326.0,345.65,5981
Mendocino,WILLITS UNIFIED,1819.0,7/1/2018,131.0,103.23,1512
Mendocino,POTTER VALLEY COMMUNITY UNIFIED,1819.0,7/1/2018,19.0,15.5,264
Mendocino,LAYTONVILLE UNIFIED,1819.0,7/1/2018,33.0,25.0,360
Mendocino,LEGGETT VALLEY UNIFIED,1819.0,7/1/2018,15.0,11.85,128
Mendocino,ARENA UNION/POINT ARENA JT UN,1819.0,7/1/2018,47.0,25.13,371
Merced,MERCED COUNTY OFFICE OF ED.,1819.0,7/1/2018,622.0,114.16,1214
Merced,ATWATER ELEMENTARY,1819.0,7/1/2018,211.0,229.86,5125
Merced,BALLICO-CRESSEY ELEMENTARY,1819.0,7/1/2018,21.0,4.0,49
Merced,EL NIDO ELEMENTARY,1819.0,7/1/2018,12.0,9.0,181
Merced,HILMAR UNIFIED,1819.0,7/1/2018,81.0,122.72,2388
Merced,LE GRAND UNION ELEMENTARY,1819.0,7/1/2018,33.0,19.0,371
Merced,LE GRAND UNION HIGH,1819.0,7/1/2018,32.0,28.6,511
Merced,LIVINGSTON UNION ELEMENTARY,1819.0,7/1/2018,105.0,118.5,2464
Merced,LOS BANOS UNIFIED,1819.0,7/1/2018,425.0,448.7,11075
Merced,MCSWAIN UNION ELEMENTARY,1819.0,7/1/2018,35.0,45.0,876
Merced,MERCED CITY ELEMENTARY,1819.0,7/1/2018,400.0,489.93,11009
Merced,MERCED UNION HIGH,1819.0,7/1/2018,427.0,541.0,10523
Merced,PLAINSBURG UNION ELEMENTARY,1819.0,7/1/2018,5.0,5.8,110
Merced,PLANADA ELEMENTARY,1819.0,7/1/2018,47.0,38.0,833
Merced,SNELLING-MERCED FALLS UNION ELEM.,1819.0,7/1/2018,2.0,4.69,78
Merced,WEAVER UNION ELEMENTARY,1819.0,7/1/2018,91.0,140.0,2871
Merced,WINTON ELEMENTARY,1819.0,7/1/2018,88.0,88.0,1981
Merced,GUSTINE UNIFIED,1819.0,7/1/2018,78.0,83.74,1846
Merced,MERCED RIVER UNION ELEMENTARY,1819.0,7/1/2018,8.0,8.14,177
Merced,DOS PALOS-ORO LOMA JOINT UNIFIED,1819.0,7/1/2018,132.0,117.61,2427
Merced,DELHI UNIFIED,1819.0,7/1/2018,114.0,123.34,2581
Modoc,MODOC COUNTY OFFICE OF ED.,1819.0,7/1/2018,18.0,9.0,17
Modoc,SURPRISE VALLEY JOINT UNIFIED,1819.0,7/1/2018,8.0,8.71,116
Modoc,MODOC JOINT UNIFIED,1819.0,7/1/2018,37.0,47.41,872
Modoc,TULELAKE BASIN JOINT UNIFIED,1819.0,7/1/2018,25.0,24.55,388
Mono,MONO COUNTY OFFICE OF ED.,1819.0,7/1/2018,14.0,17.3,15
Mono,EASTERN SIERRA UNIFIED,1819.0,7/1/2018,40.0,34.56,403
Mono,MAMMOTH UNIFIED,1819.0,7/1/2018,41.0,59.15,1209
Monterey,MONTEREY COUNTY OFFICE OF ED.,1819.0,7/1/2018,174.0,120.62,476
Monterey,ALISAL UNION ELEMENTARY,1819.0,7/1/2018,277.0,346.0,8605
Monterey,BRADLEY UNION ELEMENTARY,1819.0,7/1/2018,7.0,45.39,440
Monterey,CARMEL UNIFIED,1819.0,7/1/2018,158.0,163.65,2467
Monterey,CHUALAR UNION ELEMENTARY,1819.0,7/1/2018,20.0,17.62,309
Monterey,GRAVES ELEMENTARY,1819.0,7/1/2018,2.0,2.0,42
Monterey,GREENFIELD UNION ELEMENTARY,1819.0,7/1/2018,152.0,171.0,3616
Monterey,KING CITY UNION ELEMENTARY,1819.0,7/1/2018,94.0,142.0,2702
Monterey,SOUTH MONTEREY CO JT UN HIGH,1819.0,7/1/2018,84.0,102.53,2344
Monterey,LAGUNITA ELEMENTARY,1819.0,7/1/2018,1.0,5.0,101
Monterey,MISSION UNION ELEMENTARY,1819.0,7/1/2018,3.0,8.0,131
Monterey,MONTEREY PENINSULA UNIFIED,1819.0,7/1/2018,526.0,543.11,9636
Monterey,PACIFIC GROVE UNIFIED,1819.0,7/1/2018,99.0,117.12,2035
Monterey,SALINAS CITY ELEMENTARY,1819.0,7/1/2018,375.0,372.87,8689
Monterey,SALINAS UNION HIGH,1819.0,7/1/2018,531.0,726.26,15818
Monterey,SAN ANTONIO UNION ELEMENTARY,1819.0,7/1/2018,11.0,8.99,120
Monterey,SAN ARDO UNION ELEMENTARY,1819.0,7/1/2018,10.0,6.0,110
Monterey,SAN LUCAS UNION ELEMENTARY,1819.0,7/1/2018,6.0,3.99,73
Monterey,SANTA RITA UNION ELEMENTARY,1819.0,7/1/2018,155.0,119.5,3646
Monterey,SPRECKELS UNION ELEMENTARY,1819.0,7/1/2018,30.0,49.0,981
Monterey,WASHINGTON UNION ELEMENTARY,1819.0,7/1/2018,29.0,41.0,893
Monterey,NORTH MONTEREY COUNTY UNIFIED,1819.0,7/1/2018,202.0,218.31,4595
Monterey,BIG SUR UNIFIED,1819.0,7/1/2018,8.0,10.25,15
Monterey,SOLEDAD UNIFIED,1819.0,7/1/2018,254.0,232.01,4905
Monterey,GONZALES UNIFIED,1819.0,7/1/2018,120.0,111.06,2369
Napa,NAPA COUNTY OFFICE OF ED.,1819.0,7/1/2018,44.0,54.55,103
Napa,CALISTOGA JOINT UNIFIED,1819.0,7/1/2018,34.0,52.66,865
Napa,HOWELL MOUNTAIN ELEMENTARY,1819.0,7/1/2018,0.0,5.99,81
Napa,NAPA VALLEY UNIFIED,1819.0,7/1/2018,672.0,777.46,16526
Napa,POPE VALLEY UNION ELEMENTARY,1819.0,7/1/2018,6.0,4.79,50
Napa,ST. HELENA UNIFIED,1819.0,7/1/2018,62.0,85.64,1267
Nevada,NEVADA COUNTY OFFICE OF ED.,1819.0,7/1/2018,199.0,132.2,63
Nevada,CHICAGO PARK ELEMENTARY,1819.0,7/1/2018,8.0,9.1,119
Nevada,CLEAR CREEK ELEMENTARY,1819.0,7/1/2018,6.0,8.3,157
Nevada,GRASS VALLEY ELEMENTARY,1819.0,7/1/2018,91.0,71.1,1284
Nevada,NEVADA CITY ELEMENTARY,1819.0,7/1/2018,29.0,34.89,734
Nevada,NEVADA JOINT UNION HIGH,1819.0,7/1/2018,141.0,148.74,2596
Nevada,PLEASANT RIDGE UNION ELEMENTARY,1819.0,7/1/2018,50.0,53.76,1148
Nevada,UNION HILL ELEMENTARY,1819.0,7/1/2018,25.0,34.3,711
Nevada,TWIN RIDGES ELEMENTARY,1819.0,7/1/2018,11.0,8.0,97
Nevada,PENN VALLEY UNION ELEMENTARY,1819.0,7/1/2018,33.0,24.6,554
Orange,ORANGE COUNTY OFFICE OF ED.,1819.0,7/1/2018,820.0,408.32,2852
Orange,ANAHEIM ELEMENTARY,1819.0,7/1/2018,772.0,821.61,16691
Orange,ANAHEIM UNION HIGH,1819.0,7/1/2018,1071.0,1189.21,30292
Orange,BREA-OLINDA UNIFIED,1819.0,7/1/2018,199.0,244.4,6008
Orange,BUENA PARK ELEMENTARY,1819.0,7/1/2018,130.0,199.55,4552
Orange,CAPISTRANO UNIFIED,1819.0,7/1/2018,1582.0,2072.82,47205
Orange,CENTRALIA ELEMENTARY,1819.0,7/1/2018,235.0,171.0,4221
Orange,CYPRESS ELEMENTARY,1819.0,7/1/2018,134.0,172.05,3923
Orange,FOUNTAIN VALLEY ELEMENTARY,1819.0,7/1/2018,220.0,253.11,6328
Orange,FULLERTON ELEMENTARY,1819.0,7/1/2018,467.0,539.92,13067
Orange,FULLERTON JOINT UNION HIGH,1819.0,7/1/2018,373.0,523.01,13695
Orange,GARDEN GROVE UNIFIED,1819.0,7/1/2018,1585.0,1818.97,42301
Orange,HUNTINGTON BEACH CITY ELEMENTARY,1819.0,7/1/2018,184.0,281.52,6658
Orange,HUNTINGTON BEACH UNION HIGH,1819.0,7/1/2018,473.0,666.67,15967
Orange,LAGUNA BEACH UNIFIED,1819.0,7/1/2018,124.0,153.6,2861
Orange,LA HABRA CITY ELEMENTARY,1819.0,7/1/2018,233.0,211.19,4656
Orange,MAGNOLIA ELEMENTARY,1819.0,7/1/2018,288.0,252.0,5851
Orange,NEWPORT-MESA UNIFIED,1819.0,7/1/2018,945.0,1024.14,20641
Orange,OCEAN VIEW ELEMENTARY,1819.0,7/1/2018,366.0,345.21,7986
Orange,ORANGE UNIFIED,1819.0,7/1/2018,1143.0,1149.62,25246
Orange,PLACENTIA-YORBA LINDA UNIFIED,1819.0,7/1/2018,757.0,1038.26,25477
Orange,SANTA ANA UNIFIED,1819.0,7/1/2018,1638.0,2164.9,46597
Orange,SAVANNA ELEMENTARY,1819.0,7/1/2018,61.0,105.0,2199
Orange,WESTMINSTER ELEMENTARY,1819.0,7/1/2018,351.0,432.57,9120
Orange,SADDLEBACK VALLEY UNIFIED,1819.0,7/1/2018,843.0,1025.86,26747
Orange,TUSTIN UNIFIED,1819.0,7/1/2018,847.0,905.62,23768
Orange,IRVINE UNIFIED,1819.0,7/1/2018,1312.0,1457.42,35291
Orange,LOS ALAMITOS UNIFIED,1819.0,7/1/2018,287.0,396.51,9730
Placer,PLACER COUNTY OFFICE OF ED.,1819.0,7/1/2018,352.0,64.22,176
Placer,ACKERMAN ELEMENTARY,1819.0,7/1/2018,19.0,26.4,593
Placer,ALTA-DUTCH FLAT UNION ELEMENTARY,1819.0,7/1/2018,6.0,4.65,99
Placer,AUBURN UNION ELEMENTARY,1819.0,7/1/2018,96.0,95.53,1733
Placer,COLFAX ELEMENTARY,1819.0,7/1/2018,13.0,19.0,361
Placer,DRY CREEK JOINT ELEMENTARY,1819.0,7/1/2018,191.0,324.21,6808
Placer,EUREKA UNION ELEMENTARY,1819.0,7/1/2018,110.0,154.12,3345
Placer,FORESTHILL UNION ELEMENTARY,1819.0,7/1/2018,21.0,20.0,394
Placer,LOOMIS UNION ELEMENTARY,1819.0,7/1/2018,122.0,201.69,2475
Placer,NEWCASTLE ELEMENTARY,1819.0,7/1/2018,64.0,98.49,180
Placer,PLACER HILLS ELEMENTARY,1819.0,7/1/2018,36.0,35.2,756
Placer,PLACER UNION HIGH,1819.0,7/1/2018,149.0,175.06,3911
Placer,ROSEVILLE CITY ELEMENTARY,1819.0,7/1/2018,301.0,527.22,11344
Placer,ROSEVILLE JOINT UNION HIGH,1819.0,7/1/2018,272.0,454.95,10308
Placer,TAHOE-TRUCKEE UNIFIED,1819.0,7/1/2018,315.0,238.24,3955
Placer,WESTERN PLACER UNIFIED,1819.0,7/1/2018,271.0,322.31,7088
Placer,ROCKLIN UNIFIED,1819.0,7/1/2018,446.0,655.72,12001
Plumas,PLUMAS COUNTY OFFICE OF ED.,1819.0,7/1/2018,18.0,5.26,19
Plumas,PLUMAS UNIFIED,1819.0,7/1/2018,101.0,110.66,1854
Riverside,RIVERSIDE COUNTY OFFICE OF ED.,1819.0,7/1/2018,738.0,631.01,1032
Riverside,ALVORD UNIFIED,1819.0,7/1/2018,643.0,861.8,18504
Riverside,BANNING UNIFIED,1819.0,7/1/2018,226.0,221.2,4617
Riverside,BEAUMONT UNIFIED,1819.0,7/1/2018,373.0,462.75,10426
Riverside,CORONA-NORCO UNIFIED,1819.0,7/1/2018,1605.0,2214.76,53002
Riverside,DESERT CENTER UNIFIED,1819.0,7/1/2018,6.0,2.0,29
Riverside,DESERT SANDS UNIFIED,1819.0,7/1/2018,1031.0,1165.52,26356
Riverside,HEMET UNIFIED,1819.0,7/1/2018,1184.0,1064.81,20105
Riverside,JURUPA UNIFIED,1819.0,7/1/2018,762.0,882.77,19344
Riverside,MENIFEE UNION ELEMENTARY,1819.0,7/1/2018,393.0,523.31,10393
Riverside,MORENO VALLEY UNIFIED,1819.0,7/1/2018,1270.0,1455.61,32736
Riverside,NUVIEW UNION ELEMENTARY,1819.0,7/1/2018,68.0,66.5,1553
Riverside,PALM SPRINGS UNIFIED,1819.0,7/1/2018,864.0,1078.11,21791
Riverside,PALO VERDE UNIFIED,1819.0,7/1/2018,174.0,135.19,2953
Riverside,PERRIS ELEMENTARY,1819.0,7/1/2018,188.0,244.0,4862
Riverside,PERRIS UNION HIGH,1819.0,7/1/2018,397.0,431.22,9844
Riverside,RIVERSIDE UNIFIED,1819.0,7/1/2018,1592.0,1886.9,40708
Riverside,ROMOLAND ELEMENTARY,1819.0,7/1/2018,127.0,184.25,4090
Riverside,SAN JACINTO UNIFIED,1819.0,7/1/2018,432.0,492.52,10132
Riverside,COACHELLA VALLEY UNIFIED,1819.0,7/1/2018,912.0,821.62,17787
Riverside,LAKE ELSINORE UNIFIED,1819.0,7/1/2018,913.0,996.62,21265
Riverside,TEMECULA VALLEY UNIFIED,1819.0,7/1/2018,940.0,1199.88,27992
Riverside,MURRIETA VALLEY UNIFIED,1819.0,7/1/2018,885.0,961.97,23251
Riverside,VAL VERDE UNIFIED,1819.0,7/1/2018,720.0,874.36,20141
Sacramento,SACRAMENTO COUNTY OFFICE OF ED.,1819.0,7/1/2018,445.0,150.92,886
Sacramento,ARCOHE UNION ELEMENTARY,1819.0,7/1/2018,18.0,24.8,455
Sacramento,ELK GROVE UNIFIED,1819.0,7/1/2018,2323.0,3074.75,62869
Sacramento,ELVERTA JOINT ELEMENTARY,1819.0,7/1/2018,18.0,11.8,215
Sacramento,FOLSOM-CORDOVA UNIFIED,1819.0,7/1/2018,822.0,972.47,20487
Sacramento,GALT JOINT UNION ELEMENTARY,1819.0,7/1/2018,217.0,174.97,3580
Sacramento,GALT JOINT UNION HIGH,1819.0,7/1/2018,96.0,109.69,2226
Sacramento,RIVER DELTA JOINT UNIFIED,1819.0,7/1/2018,119.0,109.14,1948
Sacramento,ROBLA ELEMENTARY,1819.0,7/1/2018,102.0,135.1,2047
Sacramento,SACRAMENTO CITY UNIFIED,1819.0,7/1/2018,1676.0,2218.35,40708
Sacramento,SAN JUAN UNIFIED,1819.0,7/1/2018,1934.0,2135.16,39817
Sacramento,CENTER JOINT UNIFIED,1819.0,7/1/2018,209.0,216.7,4229
Sacramento,NATOMAS UNIFIED,1819.0,7/1/2018,521.0,705.69,10298
Sacramento,TWIN RIVERS UNIFIED,1819.0,7/1/2018,1403.0,1518.4,25694
San Benito,SAN BENITO COUNTY OFFICE OF ED.,1819.0,7/1/2018,27.0,3.59,29
San Benito,BITTERWATER-TULLY JOINT UNION ELEM,1819.0,7/1/2018,2.0,2.0,35
San Benito,CIENEGA UNION ELEMENTARY,1819.0,7/1/2018,3.0,0.0,25
San Benito,HOLLISTER ELEMENTARY,1819.0,7/1/2018,228.0,286.02,5609
San Benito,JEFFERSON ELEMENTARY,1819.0,7/1/2018,1.0,1.0,8
San Benito,NORTH COUNTY JOINT UNION ELEM.,1819.0,7/1/2018,21.0,34.99,720
San Benito,PANOCHE ELEMENTARY,1819.0,7/1/2018,0.0,1.0,3
San Benito,SAN BENITO HIGH,1819.0,7/1/2018,122.0,115.05,3108
San Benito,SOUTHSIDE ELEMENTARY,1819.0,7/1/2018,7.0,0.0,213
San Benito,TRES PINOS UNION ELEMENTARY,1819.0,7/1/2018,2.0,6.0,108
San Benito,WILLOW GROVE UNION ELEMENTARY,1819.0,7/1/2018,1.0,2.0,13
San Benito,AROMAS/SAN JUAN UNIFIED,1819.0,7/1/2018,49.0,46.5,1087
San Bernardino,SAN BERNARDINO CO. OFFICE OF ED.,1819.0,7/1/2018,1312.0,261.34,2033
San Bernardino,ADELANTO ELEMENTARY,1819.0,7/1/2018,340.0,357.42,8205
San Bernardino,ALTA LOMA ELEMENTARY,1819.0,7/1/2018,232.0,244.25,6050
San Bernardino,BARSTOW UNIFIED,1819.0,7/1/2018,273.0,274.87,6344
San Bernardino,BEAR VALLEY UNIFIED,1819.0,7/1/2018,118.0,114.24,2456
San Bernardino,CENTRAL ELEMENTARY,1819.0,7/1/2018,181.0,188.26,4487
San Bernardino,CHAFFEY UNION HIGH,1819.0,7/1/2018,867.0,999.09,23883
San Bernardino,CHINO UNIFIED,1819.0,7/1/2018,876.0,1283.12,27590
San Bernardino,COLTON JOINT UNIFIED,1819.0,7/1/2018,901.0,1073.88,22014
San Bernardino,CUCAMONGA ELEMENTARY,1819.0,7/1/2018,96.0,126.0,2431
San Bernardino,ETIWANDA ELEMENTARY,1819.0,7/1/2018,503.0,570.3,14082
San Bernardino,FONTANA UNIFIED,1819.0,7/1/2018,1704.0,1693.27,36335
San Bernardino,HELENDALE ELEMENTARY,1819.0,7/1/2018,97.0,227.94,624
San Bernardino,MORONGO UNIFIED,1819.0,7/1/2018,647.0,416.28,8616
San Bernardino,MOUNTAIN VIEW ELEMENTARY,1819.0,7/1/2018,94.0,103.5,2532
San Bernardino,MT. BALDY JOINT ELEMENTARY,1819.0,7/1/2018,5.0,5.0,94
San Bernardino,NEEDLES UNIFIED,1819.0,7/1/2018,46.0,46.55,993
San Bernardino,ONTARIO-MONTCLAIR ELEMENTARY,1819.0,7/1/2018,943.0,986.74,20606
San Bernardino,ORO GRANDE ELEMENTARY,1819.0,7/1/2018,108.0,228.41,99
San Bernardino,REDLANDS UNIFIED,1819.0,7/1/2018,625.0,932.93,21012
San Bernardino,RIALTO UNIFIED,1819.0,7/1/2018,902.0,1121.72,25066
San Bernardino,RIM OF THE WORLD UNIFIED,1819.0,7/1/2018,142.0,132.43,3236
San Bernardino,SAN BERNARDINO CITY UNIFIED,1819.0,7/1/2018,2379.0,2508.54,48936
San Bernardino,TRONA JOINT UNIFIED,1819.0,7/1/2018,46.0,226.95,2702
San Bernardino,VICTOR ELEMENTARY,1819.0,7/1/2018,397.0,537.8,12301
San Bernardino,VICTOR VALLEY UNION HIGH,1819.0,7/1/2018,394.0,374.13,10471
San Bernardino,YUCAIPA-CALIMESA JOINT UNIFIED,1819.0,7/1/2018,369.0,480.07,8282
San Bernardino,BAKER VALLEY UNIFIED,1819.0,7/1/2018,9.0,10.65,134
San Bernardino,SILVER VALLEY UNIFIED,1819.0,7/1/2018,93.0,110.9,2167
San Bernardino,SNOWLINE JOINT UNIFIED,1819.0,7/1/2018,417.0,309.19,7439
San Bernardino,HESPERIA UNIFIED,1819.0,7/1/2018,1056.0,1093.06,21806
San Bernardino,LUCERNE VALLEY UNIFIED,1819.0,7/1/2018,205.0,271.36,741
San Bernardino,UPLAND UNIFIED,1819.0,7/1/2018,352.0,501.35,10702
San Bernardino,APPLE VALLEY UNIFIED,1819.0,7/1/2018,537.0,585.91,13196
San Diego,SAN DIEGO COUNTY OFFICE OF ED.,1819.0,7/1/2018,725.0,329.67,1385
San Diego,ALPINE UNION ELEMENTARY,1819.0,7/1/2018,61.0,66.4,1612
San Diego,BORREGO SPRINGS UNIFIED,1819.0,7/1/2018,74.0,118.28,386
San Diego,CAJON VALLEY UNION ELEMENTARY,1819.0,7/1/2018,789.0,835.67,16666
San Diego,CARDIFF ELEMENTARY,1819.0,7/1/2018,43.0,41.72,695
San Diego,CHULA VISTA ELEMENTARY,1819.0,7/1/2018,1004.0,1263.78,23080
San Diego,CORONADO UNIFIED,1819.0,7/1/2018,115.0,147.99,3057
San Diego,DEHESA ELEMENTARY,1819.0,7/1/2018,147.0,466.37,2729
San Diego,DEL MAR UNION ELEMENTARY,1819.0,7/1/2018,153.0,225.52,4263
San Diego,ENCINITAS UNION ELEMENTARY,1819.0,7/1/2018,178.0,248.6,5280
San Diego,ESCONDIDO UNION ELEMENTARY,1819.0,7/1/2018,746.0,967.98,15377
San Diego,ESCONDIDO UNION HIGH,1819.0,7/1/2018,313.0,407.01,7364
San Diego,FALLBROOK UNION ELEMENTARY,1819.0,7/1/2018,236.0,242.21,5043
San Diego,FALLBROOK UNION HIGH,1819.0,7/1/2018,100.0,101.6,2154
San Diego,GROSSMONT UNION HIGH,1819.0,7/1/2018,761.0,814.12,16760
San Diego,JAMUL-DULZURA UNION ELEMENTARY,1819.0,7/1/2018,38.0,27.5,580
San Diego,JULIAN UNION ELEMENTARY,1819.0,7/1/2018,118.0,97.34,282
San Diego,JULIAN UNION HIGH,1819.0,7/1/2018,9.0,9.2,106
San Diego,LAKESIDE UNION ELEMENTARY,1819.0,7/1/2018,207.0,236.17,5074
San Diego,LA MESA-SPRING VALLEY ELEMENTARY,1819.0,7/1/2018,597.0,485.81,12111
San Diego,LEMON GROVE ELEMENTARY,1819.0,7/1/2018,157.0,171.59,3589
San Diego,MOUNTAIN EMPIRE UNIFIED,1819.0,7/1/2018,148.0,239.7,1699
San Diego,NATIONAL ELEMENTARY,1819.0,7/1/2018,210.0,282.18,5191
San Diego,POWAY UNIFIED,1819.0,7/1/2018,2684.0,1493.96,36450
San Diego,RAMONA CITY UNIFIED,1819.0,7/1/2018,265.0,234.43,5472
San Diego,RANCHO SANTA FE ELEMENTARY,1819.0,7/1/2018,33.0,60.1,601
San Diego,SAN DIEGO UNIFIED,1819.0,7/1/2018,5791.0,5721.81,103194
San Diego,SAN DIEGUITO UNION HIGH,1819.0,7/1/2018,351.0,523.28,13128
San Diego,SAN PASQUAL UNION ELEMENTARY,1819.0,7/1/2018,22.0,32.1,584
San Diego,SANTEE ELEMENTARY,1819.0,7/1/2018,279.0,307.01,6826
San Diego,SAN YSIDRO ELEMENTARY,1819.0,7/1/2018,224.0,237.0,4578
San Diego,SOLANA BEACH ELEMENTARY,1819.0,7/1/2018,153.0,175.98,2891
San Diego,SOUTH BAY UNION ELEMENTARY,1819.0,7/1/2018,251.0,249.0,5273
San Diego,SPENCER VALLEY ELEMENTARY,1819.0,7/1/2018,20.0,11.64,41
San Diego,SWEETWATER UNION HIGH,1819.0,7/1/2018,1570.0,1807.25,39165
San Diego,VALLECITOS ELEMENTARY,1819.0,7/1/2018,10.0,11.85,202
