County,LEA,FY,Year,CLASSFTE,CERTFTE,Enr
Alameda,ALBANY CITY UNIFIED,1920.0,7/1/2019,118.0,171.9,3575
Alameda,BERKELEY UNIFIED,1920.0,7/1/2019,464.0,474.7,9801
Alameda,CASTRO VALLEY UNIFIED,1920.0,7/1/2019,320.0,401.2,9306
Alameda,EMERY UNIFIED,1920.0,7/1/2019,19.0,40.4,721
Alameda,FREMONT UNIFIED,1920.0,7/1/2019,1010.0,1524.1,34994
Alameda,HAYWARD UNIFIED,1920.0,7/1/2019,659.0,842.7,19759
Alameda,LIVERMORE VALLEY JOINT UNIFIED,1920.0,7/1/2019,502.0,624.0,13704
Alameda,MOUNTAIN HOUSE ELEMENTARY,1920.0,7/1/2019,27.0,0.0,15
Alameda,NEWARK UNIFIED,1920.0,7/1/2019,186.0,260.7,5660
Alameda,NEW HAVEN UNIFIED,1920.0,7/1/2019,328.0,474.1,11024
Alameda,OAKLAND UNIFIED,1920.0,7/1/2019,1917.0,1957.2,36027
Alameda,PIEDMONT CITY UNIFIED,1920.0,7/1/2019,123.0,153.2,2559
Alameda,SAN LEANDRO UNIFIED,1920.0,7/1/2019,290.0,424.3,9040
Alameda,SAN LORENZO UNIFIED,1920.0,7/1/2019,508.0,466.0,9775
Alameda,DUBLIN UNIFIED,1920.0,7/1/2019,300.0,535.2,12561
Alameda,PLEASANTON UNIFIED,1920.0,7/1/2019,402.0,627.0,14856
Alameda,SUNOL GLEN UNIFIED,1920.0,7/1/2019,8.0,14.1,291
Alpine,ALPINE COUNTY OFFICE OF ED.,1920.0,7/1/2019,0.0,0.0,0
Alpine,ALPINE COUNTY UNIFIED,1920.0,7/1/2019,19.0,10.0,70
Amador,AMADOR COUNTY OFFICE OF ED.,1920.0,7/1/2019,58.0,24.1,204
Amador,AMADOR COUNTY UNIFIED,1920.0,7/1/2019,136.0,171.8,3958
Butte,BUTTE COUNTY OFFICE OF ED.,1920.0,7/1/2019,313.0,30.3,150
Butte,BANGOR UNION ELEMENTARY,1920.0,7/1/2019,2.0,5.5,103
Butte,BIGGS UNIFIED,1920.0,7/1/2019,35.0,34.8,605
Butte,CHICO UNIFIED,1920.0,7/1/2019,645.0,580.0,12359
Butte,DURHAM UNIFIED,1920.0,7/1/2019,40.0,55.0,1053
Butte,FEATHER FALLS UNION ELEMENTARY,1920.0,7/1/2019,0.0,0.0,0
Butte,GOLDEN FEATHER UNION ELEMENTARY,1920.0,7/1/2019,6.0,5.2,53
Butte,MANZANITA ELEMENTARY,1920.0,7/1/2019,12.0,15.0,296
Butte,OROVILLE CITY ELEMENTARY,1920.0,7/1/2019,135.0,113.0,2381
Butte,OROVILLE UNION HIGH,1920.0,7/1/2019,101.0,106.3,2237
Butte,PALERMO UNION ELEMENTARY,1920.0,7/1/2019,51.0,69.6,1334
Butte,PARADISE UNIFIED,1920.0,7/1/2019,134.0,99.4,1734
Butte,THERMALITO UNION ELEMENTARY,1920.0,7/1/2019,82.0,75.5,1550
Butte,PIONEER UNION ELEMENTARY,1920.0,7/1/2019,6.0,3.0,56
Butte,GRIDLEY UNIFIED,1920.0,7/1/2019,74.0,99.3,2087
Calaveras,CALAVERAS COUNTY OFFICE OF ED.,1920.0,7/1/2019,59.0,5.5,48
Calaveras,BRET HARTE UNION HIGH,1920.0,7/1/2019,46.0,35.9,639
Calaveras,CALAVERAS UNIFIED,1920.0,7/1/2019,153.0,125.3,2867
Calaveras,MARK TWAIN UNION ELEMENTARY,1920.0,7/1/2019,34.0,32.8,769
Calaveras,VALLECITO UNION ELEMENTARY,1920.0,7/1/2019,41.0,30.0,597
Colusa,COLUSA COUNTY OFFICE OF ED.,1920.0,7/1/2019,28.0,1.7,32
Colusa,COLUSA UNIFIED,1920.0,7/1/2019,59.0,76.8,1525
Colusa,MAXWELL UNIFIED,1920.0,7/1/2019,17.0,18.9,343
Colusa,PIERCE JOINT UNIFIED,1920.0,7/1/2019,49.0,68.5,1453
Colusa,WILLIAMS UNIFIED,1920.0,7/1/2019,46.0,60.9,1375
Contra Costa,CONTRA COSTA COUNTY OFFICE OF ED.,1920.0,7/1/2019,407.0,46.0,316
Contra Costa,ACALANES UNION HIGH,1920.0,7/1/2019,159.0,280.6,5606
Contra Costa,ANTIOCH UNIFIED,1920.0,7/1/2019,671.0,693.6,16134
Contra Costa,BRENTWOOD UNION ELEMENTARY,1920.0,7/1/2019,296.0,372.9,9283
Contra Costa,BYRON UNION ELEMENTARY,1920.0,7/1/2019,101.0,57.8,1428
Contra Costa,CANYON ELEMENTARY,1920.0,7/1/2019,2.0,3.0,69
Contra Costa,JOHN SWETT UNIFIED,1920.0,7/1/2019,58.0,66.3,1418
Contra Costa,KNIGHTSEN ELEMENTARY,1920.0,7/1/2019,23.0,30.0,605
Contra Costa,LAFAYETTE ELEMENTARY,1920.0,7/1/2019,96.0,169.3,3536
Contra Costa,LIBERTY UNION HIGH,1920.0,7/1/2019,254.0,370.6,8280
Contra Costa,MARTINEZ UNIFIED,1920.0,7/1/2019,126.0,190.6,4137
Contra Costa,MORAGA ELEMENTARY,1920.0,7/1/2019,71.0,87.2,1852
Contra Costa,MT. DIABLO UNIFIED,1920.0,7/1/2019,1124.0,1423.3,30619
Contra Costa,OAKLEY UNION ELEMENTARY,1920.0,7/1/2019,211.0,243.6,5189
Contra Costa,ORINDA UNION ELEMENTARY,1920.0,7/1/2019,55.0,132.1,2562
Contra Costa,PITTSBURG UNIFIED,1920.0,7/1/2019,430.0,531.8,11329
Contra Costa,WEST CONTRA COSTA UNIFIED,1920.0,7/1/2019,1332.0,1164.2,28157
Contra Costa,SAN RAMON VALLEY UNIFIED,1920.0,7/1/2019,961.0,1433.2,31879
Contra Costa,WALNUT CREEK ELEMENTARY,1920.0,7/1/2019,104.0,156.9,3546
Del Norte,DEL NORTE COUNTY OFFICE OF ED.,1920.0,7/1/2019,8.0,3.9,33
Del Norte,DEL NORTE COUNTY UNIFIED,1920.0,7/1/2019,269.0,172.7,3706
El Dorado,EL DORADO COUNTY OFFICE OF ED.,1920.0,7/1/2019,247.0,27.0,205
El Dorado,BUCKEYE UNION ELEMENTARY,1920.0,7/1/2019,277.0,176.1,4657
El Dorado,CAMINO UNION ELEMENTARY,1920.0,7/1/2019,19.0,21.3,440
El Dorado,EL DORADO UNION HIGH,1920.0,7/1/2019,232.0,278.3,6783
El Dorado,GOLD OAK UNION ELEMENTARY,1920.0,7/1/2019,20.0,24.6,469
El Dorado,GOLD TRAIL UNION ELEMENTARY,1920.0,7/1/2019,37.0,32.0,651
El Dorado,INDIAN DIGGINGS ELEMENTARY,1920.0,7/1/2019,3.0,0.8,22
El Dorado,LAKE TAHOE UNIFIED,1920.0,7/1/2019,160.0,189.4,3905
El Dorado,LATROBE ELEMENTARY,1920.0,7/1/2019,6.0,9.5,147
El Dorado,MOTHER LODE UNION ELEMENTARY,1920.0,7/1/2019,46.0,47.5,1024
El Dorado,PIONEER UNION ELEMENTARY,1920.0,7/1/2019,14.0,16.1,271
El Dorado,PLACERVILLE UNION ELEMENTARY,1920.0,7/1/2019,57.0,59.2,1313
El Dorado,POLLOCK PINES ELEMENTARY,1920.0,7/1/2019,29.0,34.0,627
El Dorado,RESCUE UNION ELEMENTARY,1920.0,7/1/2019,150.0,165.9,3603
El Dorado,SILVER FORK ELEMENTARY,1920.0,7/1/2019,1.0,2.0,8
El Dorado,BLACK OAK MINE UNIFIED,1920.0,7/1/2019,73.0,50.7,1037
Fresno,FRESNO COUNTY OFFICE OF ED.,1920.0,7/1/2019,798.0,102.5,870
Fresno,ALVINA ELEMENTARY,1920.0,7/1/2019,16.0,11.0,198
Fresno,BIG CREEK ELEMENTARY,1920.0,7/1/2019,8.0,3.0,47
Fresno,BURREL UNION ELEMENTARY,1920.0,7/1/2019,7.0,10.0,120
Fresno,CLAY JOINT ELEMENTARY,1920.0,7/1/2019,8.0,12.0,246
Fresno,CLOVIS UNIFIED,1920.0,7/1/2019,1915.0,1757.7,43184
Fresno,COALINGA-HURON JOINT UNIFIED,1920.0,7/1/2019,198.0,197.2,4510
Fresno,FOWLER UNIFIED,1920.0,7/1/2019,111.0,120.0,2589
Fresno,FRESNO UNIFIED,1920.0,7/1/2019,3070.0,2114.8,70833
Fresno,KINGSBURG JOINT UNION ELEMENTARY,1920.0,7/1/2019,93.0,99.7,2150
Fresno,KINGSBURG JOINT UNION HIGH,1920.0,7/1/2019,31.0,56.3,1183
Fresno,KINGS CANYON JOINT UNIFIED,1920.0,7/1/2019,425.0,359.8,9563
Fresno,LATON JOINT UNIFIED,1920.0,7/1/2019,40.0,40.3,661
Fresno,MONROE ELEMENTARY,1920.0,7/1/2019,12.0,11.0,165
Fresno,ORANGE CENTER ELEMENTARY,1920.0,7/1/2019,24.0,16.0,336
Fresno,PACIFIC UNION ELEMENTARY,1920.0,7/1/2019,18.0,22.0,391
Fresno,PARLIER UNIFIED,1920.0,7/1/2019,200.0,143.4,3487
Fresno,PINE RIDGE ELEMENTARY,1920.0,7/1/2019,20.0,10.0,121
Fresno,RAISIN CITY ELEMENTARY,1920.0,7/1/2019,25.0,15.0,286
Fresno,SANGER UNIFIED,1920.0,7/1/2019,458.0,492.3,11120
Fresno,SELMA UNIFIED,1920.0,7/1/2019,296.0,268.3,6256
Fresno,WASHINGTON COLONY ELEMENTARY,1920.0,7/1/2019,15.0,24.0,456
Fresno,WEST PARK ELEMENTARY,1920.0,7/1/2019,27.0,21.0,371
Fresno,WESTSIDE ELEMENTARY,1920.0,7/1/2019,71.0,10.0,189
Fresno,FIREBAUGH-LAS DELTAS UNIFIED,1920.0,7/1/2019,107.0,100.3,2236
Fresno,CENTRAL UNIFIED,1920.0,7/1/2019,671.0,705.2,15837
Fresno,KERMAN UNIFIED,1920.0,7/1/2019,228.0,221.1,5281
Fresno,MENDOTA UNIFIED,1920.0,7/1/2019,141.0,155.1,3670
Fresno,GOLDEN PLAINS UNIFIED,1920.0,7/1/2019,93.0,76.0,1611
Fresno,SIERRA UNIFIED,1920.0,7/1/2019,89.0,67.6,1273
Fresno,RIVERDALE JOINT UNIFIED,1920.0,7/1/2019,66.0,80.3,1559
Fresno,CARUTHERS UNIFIED,1920.0,7/1/2019,60.0,74.5,1548
Fresno,WASHINGTON UNIFIED,1920.0,7/1/2019,108.0,117.8,2685
Glenn,GLENN COUNTY OFFICE OF ED.,1920.0,7/1/2019,122.0,6.0,77
Glenn,CAPAY JOINT UNION ELEMENTARY,1920.0,7/1/2019,8.0,9.0,191
Glenn,LAKE ELEMENTARY,1920.0,7/1/2019,36.0,8.8,183
Glenn,PLAZA ELEMENTARY,1920.0,7/1/2019,9.0,9.0,203
Glenn,PRINCETON JOINT UNIFIED,1920.0,7/1/2019,11.0,11.0,142
Glenn,STONY CREEK JOINT UNIFIED,1920.0,7/1/2019,8.0,9.0,76
Glenn,WILLOWS UNIFIED,1920.0,7/1/2019,46.0,65.3,1437
Glenn,ORLAND JOINT UNIFIED,1920.0,7/1/2019,84.0,102.4,2231
Glenn,HAMILTON UNIFIED,1920.0,7/1/2019,26.0,36.9,694
Humboldt,HUMBOLDT COUNTY OFFICE OF ED.,1920.0,7/1/2019,206.0,29.0,267
Humboldt,ARCATA ELEMENTARY,1920.0,7/1/2019,84.0,30.8,532
Humboldt,NORTHERN HUMBOLDT UNION HIGH,1920.0,7/1/2019,77.0,77.6,1561
Humboldt,BIG LAGOON UNION ELEMENTARY,1920.0,7/1/2019,3.0,2.3,24
Humboldt,BLUE LAKE UNION ELEMENTARY,1920.0,7/1/2019,18.0,11.6,164
Humboldt,BRIDGEVILLE ELEMENTARY,1920.0,7/1/2019,6.0,3.4,44
Humboldt,CUDDEBACK UNION ELEMENTARY,1920.0,7/1/2019,12.0,7.0,148
Humboldt,CUTTEN ELEMENTARY,1920.0,7/1/2019,29.0,31.6,639
Humboldt,FIELDBROOK ELEMENTARY,1920.0,7/1/2019,8.0,8.9,124
Humboldt,FORTUNA UNION HIGH,1920.0,7/1/2019,38.0,54.9,1097
Humboldt,FRESHWATER ELEMENTARY,1920.0,7/1/2019,34.0,16.1,298
Humboldt,GARFIELD ELEMENTARY,1920.0,7/1/2019,4.0,3.9,66
Humboldt,GREEN POINT ELEMENTARY,1920.0,7/1/2019,1.0,1.6,12
Humboldt,HYDESVILLE ELEMENTARY,1920.0,7/1/2019,11.0,10.0,198
Humboldt,JACOBY CREEK ELEMENTARY,1920.0,7/1/2019,24.0,22.7,467
Humboldt,KLAMATH-TRINITY JOINT UNIFIED,1920.0,7/1/2019,89.0,62.9,1011
Humboldt,KNEELAND ELEMENTARY,1920.0,7/1/2019,3.0,1.7,12
Humboldt,LOLETA UNION ELEMENTARY,1920.0,7/1/2019,20.0,8.5,100
Humboldt,MAPLE CREEK ELEMENTARY,1920.0,7/1/2019,1.0,1.5,9
Humboldt,MCKINLEYVILLE UNION ELEMENTARY,1920.0,7/1/2019,68.0,57.6,1097
Humboldt,ORICK ELEMENTARY,1920.0,7/1/2019,2.0,2.6,15
Humboldt,PACIFIC UNION ELEMENTARY,1920.0,7/1/2019,34.0,30.0,577
Humboldt,PENINSULA UNION ELEMENTARY,1920.0,7/1/2019,6.0,3.0,44
Humboldt,RIO DELL ELEMENTARY,1920.0,7/1/2019,42.0,16.0,282
Humboldt,SCOTIA UNION ELEMENTARY,1920.0,7/1/2019,11.0,9.0,174
Humboldt,SOUTH BAY UNION ELEMENTARY,1920.0,7/1/2019,44.0,22.0,396
Humboldt,SOUTHERN HUMBOLDT JOINT UNIFIED,1920.0,7/1/2019,54.0,42.1,708
Humboldt,TRINIDAD UNION ELEMENTARY,1920.0,7/1/2019,16.0,11.4,200
Humboldt,FERNDALE UNIFIED,1920.0,7/1/2019,24.0,31.4,455
Humboldt,MATTOLE UNIFIED,1920.0,7/1/2019,9.0,7.2,51
Humboldt,EUREKA CITY UNIFIED,1920.0,7/1/2019,252.0,176.2,3673
Humboldt,FORTUNA ELEMENTARY,1920.0,7/1/2019,75.0,62.8,1113
Imperial,IMPERIAL COUNTY OFFICE OF ED.,1920.0,7/1/2019,274.0,47.7,640
Imperial,BRAWLEY ELEMENTARY,1920.0,7/1/2019,169.0,180.5,3994
Imperial,BRAWLEY UNION HIGH,1920.0,7/1/2019,65.0,83.1,1987
Imperial,CALEXICO UNIFIED,1920.0,7/1/2019,427.0,397.4,8972
Imperial,CALIPATRIA UNIFIED,1920.0,7/1/2019,54.0,61.8,1140
Imperial,CENTRAL UNION HIGH,1920.0,7/1/2019,155.0,189.0,4162
Imperial,EL CENTRO ELEMENTARY,1920.0,7/1/2019,321.0,218.1,5244
Imperial,HEBER ELEMENTARY,1920.0,7/1/2019,62.0,58.6,1268
Imperial,HOLTVILLE UNIFIED,1920.0,7/1/2019,85.0,84.7,1573
Imperial,IMPERIAL UNIFIED,1920.0,7/1/2019,172.0,176.7,4335
Imperial,MAGNOLIA UNION ELEMENTARY,1920.0,7/1/2019,5.0,0.0,131
Imperial,MCCABE UNION ELEMENTARY,1920.0,7/1/2019,60.0,57.5,1359
Imperial,MEADOWS UNION ELEMENTARY,1920.0,7/1/2019,34.0,21.8,478
Imperial,MULBERRY ELEMENTARY,1920.0,7/1/2019,6.0,4.0,75
Imperial,SAN PASQUAL VALLEY UNIFIED,1920.0,7/1/2019,68.0,44.9,654
Imperial,SEELEY UNION ELEMENTARY,1920.0,7/1/2019,44.0,16.4,390
Imperial,WESTMORLAND UNION ELEMENTARY,1920.0,7/1/2019,28.0,21.5,395
Inyo,INYO COUNTY OFFICE OF ED.,1920.0,7/1/2019,88.0,1.0,14
Inyo,BIG PINE UNIFIED,1920.0,7/1/2019,18.0,19.0,149
Inyo,DEATH VALLEY UNIFIED,1920.0,7/1/2019,8.0,3.5,24
Inyo,LONE PINE UNIFIED,1920.0,7/1/2019,20.0,16.2,329
Inyo,OWENS VALLEY UNIFIED,1920.0,7/1/2019,6.0,8.3,82
Inyo,ROUND VALLEY JOINT ELEMENTARY,1920.0,7/1/2019,3.0,5.0,78
Inyo,BISHOP UNIFIED,1920.0,7/1/2019,89.0,98.7,2087
Kern,KERN COUNTY OFFICE OF ED.,1920.0,7/1/2019,1148.0,121.8,1324
Kern,ARVIN UNION ELEMENTARY,1920.0,7/1/2019,138.0,149.6,3086
Kern,BAKERSFIELD CITY ELEMENTARY,1920.0,7/1/2019,1768.0,1434.0,30793
Kern,BEARDSLEY ELEMENTARY,1920.0,7/1/2019,100.0,101.6,2010
Kern,BELRIDGE ELEMENTARY,1920.0,7/1/2019,4.0,2.0,36
Kern,BLAKE ELEMENTARY,1920.0,7/1/2019,1.0,2.0,16
Kern,PANAMA-BUENA VISTA UNION ELEM.,1920.0,7/1/2019,991.0,775.4,18714
Kern,BUTTONWILLOW UNION ELEMENTARY,1920.0,7/1/2019,20.0,19.0,328
Kern,CALIENTE UNION ELEMENTARY,1920.0,7/1/2019,8.0,3.0,46
Kern,DELANO UNION ELEMENTARY,1920.0,7/1/2019,317.0,216.8,5020
Kern,DELANO JOINT UNION HIGH,1920.0,7/1/2019,202.0,191.0,4263
Kern,DI GIORGIO ELEMENTARY,1920.0,7/1/2019,8.0,9.0,205
Kern,EDISON ELEMENTARY,1920.0,7/1/2019,55.0,55.5,1060
Kern,ELK HILLS ELEMENTARY,1920.0,7/1/2019,11.0,9.0,192
Kern,FAIRFAX ELEMENTARY,1920.0,7/1/2019,120.0,129.8,2693
Kern,FRUITVALE ELEMENTARY,1920.0,7/1/2019,128.0,140.0,3232
Kern,GENERAL SHAFTER ELEMENTARY,1920.0,7/1/2019,9.0,11.0,190
Kern,GREENFIELD UNION ELEMENTARY,1920.0,7/1/2019,578.0,413.7,9643
Kern,KERN UNION HIGH,1920.0,7/1/2019,1589.0,1667.8,40913
Kern,KERNVILLE UNION ELEMENTARY,1920.0,7/1/2019,73.0,49.3,874
Kern,LAKESIDE UNION ELEMENTARY,1920.0,7/1/2019,44.0,57.1,1450
Kern,LAMONT ELEMENTARY,1920.0,7/1/2019,171.0,123.0,2951
Kern,RICHLAND-LERDO UNION ELEMENTARY,1920.0,7/1/2019,219.0,159.0,2851
Kern,LINNS VALLEY-POSO FLAT UNION,1920.0,7/1/2019,2.0,2.0,17
Kern,LOST HILLS UNION ELEMENTARY,1920.0,7/1/2019,32.0,15.9,287
Kern,MAPLE ELEMENTARY,1920.0,7/1/2019,12.0,10.0,294
Kern,MARICOPA UNIFIED,1920.0,7/1/2019,129.0,19.2,284
Kern,MCKITTRICK ELEMENTARY,1920.0,7/1/2019,6.0,5.0,79
Kern,MIDWAY ELEMENTARY,1920.0,7/1/2019,5.0,6.0,88
Kern,MOJAVE UNIFIED,1920.0,7/1/2019,162.0,134.2,2822
Kern,MUROC JOINT UNIFIED,1920.0,7/1/2019,96.0,86.3,1780
Kern,NORRIS ELEMENTARY,1920.0,7/1/2019,144.0,168.3,4261
Kern,POND UNION ELEMENTARY,1920.0,7/1/2019,9.0,9.0,164
Kern,ROSEDALE UNION ELEMENTARY,1920.0,7/1/2019,205.0,278.5,5923
Kern,SEMITROPIC ELEMENTARY,1920.0,7/1/2019,9.0,11.0,205
Kern,SOUTHERN KERN UNIFIED,1920.0,7/1/2019,167.0,164.1,3522
Kern,SOUTH FORK UNION ELEMENTARY,1920.0,7/1/2019,23.0,11.6,278
Kern,STANDARD ELEMENTARY,1920.0,7/1/2019,145.0,149.7,3106
Kern,TAFT CITY ELEMENTARY,1920.0,7/1/2019,118.0,106.0,2388
Kern,TAFT UNION HIGH,1920.0,7/1/2019,76.0,54.7,1046
Kern,TEHACHAPI UNIFIED,1920.0,7/1/2019,355.0,174.1,4236
Kern,VINELAND ELEMENTARY,1920.0,7/1/2019,39.0,35.0,671
Kern,WASCO UNION ELEMENTARY,1920.0,7/1/2019,194.0,170.5,3582
Kern,WASCO UNION HIGH,1920.0,7/1/2019,66.0,89.1,1852
Kern,RIO BRAVO-GREELEY UNION ELEMENTARY,1920.0,7/1/2019,46.0,49.4,1070
Kern,SIERRA SANDS UNIFIED,1920.0,7/1/2019,240.0,238.3,5185
Kern,MCFARLAND UNIFIED,1920.0,7/1/2019,142.0,148.1,3547
Kern,EL TEJON UNIFIED,1920.0,7/1/2019,42.0,34.8,754
Kings,KINGS COUNTY OFFICE OF ED.,1920.0,7/1/2019,230.0,33.0,352
Kings,ARMONA UNION ELEMENTARY,1920.0,7/1/2019,54.0,40.9,943
Kings,CENTRAL UNION ELEMENTARY,1920.0,7/1/2019,97.0,99.0,1875
Kings,CORCORAN JOINT UNIFIED,1920.0,7/1/2019,120.0,159.0,3303
Kings,HANFORD ELEMENTARY,1920.0,7/1/2019,260.0,271.0,5927
Kings,HANFORD JOINT UNION HIGH,1920.0,7/1/2019,129.0,162.5,3995
Kings,ISLAND UNION ELEMENTARY,1920.0,7/1/2019,16.0,19.0,400
Kings,KINGS RIVER-HARDWICK UNION ELEM.,1920.0,7/1/2019,26.0,32.0,840
Kings,KIT CARSON UNION ELEMENTARY,1920.0,7/1/2019,46.0,19.0,385
Kings,LAKESIDE UNION ELEMENTARY,1920.0,7/1/2019,17.0,17.0,326
Kings,LEMOORE UNION ELEMENTARY,1920.0,7/1/2019,111.0,146.2,3227
Kings,LEMOORE UNION HIGH,1920.0,7/1/2019,84.0,92.9,1983
Kings,PIONEER UNION ELEMENTARY,1920.0,7/1/2019,67.0,69.1,1578
Kings,REEF-SUNSET UNIFIED,1920.0,7/1/2019,136.0,114.7,2732
Lake,LAKE COUNTY OFFICE OF ED.,1920.0,7/1/2019,67.0,4.0,39
Lake,KELSEYVILLE UNIFIED,1920.0,7/1/2019,100.0,94.5,1741
Lake,KONOCTI UNIFIED,1920.0,7/1/2019,185.0,162.2,3716
Lake,LAKEPORT UNIFIED,1920.0,7/1/2019,71.0,72.1,1444
Lake,LUCERNE ELEMENTARY,1920.0,7/1/2019,14.0,13.0,293
Lake,MIDDLETOWN UNIFIED,1920.0,7/1/2019,46.0,68.5,1502
Lake,UPPER LAKE UNIFIED,1920.0,7/1/2019,40.0,45.2,843
Lassen,LASSEN COUNTY OFFICE OF ED.,1920.0,7/1/2019,6.0,3.0,11
Lassen,BIG VALLEY JOINT UNIFIED,1920.0,7/1/2019,12.0,10.1,111
Lassen,JANESVILLE UNION ELEMENTARY,1920.0,7/1/2019,16.0,19.0,379
Lassen,JOHNSTONVILLE ELEMENTARY,1920.0,7/1/2019,9.0,8.0,183
Lassen,LASSEN UNION HIGH,1920.0,7/1/2019,38.0,37.8,765
Lassen,RAVENDALE ELEMENTARY,1920.0,7/1/2019,1.0,1.0,7
Lassen,RICHMOND ELEMENTARY,1920.0,7/1/2019,8.0,10.0,211
Lassen,SHAFFER UNION ELEMENTARY,1920.0,7/1/2019,4.0,9.0,193
Lassen,SUSANVILLE ELEMENTARY,1920.0,7/1/2019,62.0,53.1,1123
Lassen,WESTWOOD UNIFIED,1920.0,7/1/2019,12.0,11.5,183
Lassen,FORT SAGE UNIFIED,1920.0,7/1/2019,21.0,9.3,138
Los Angeles,LOS ANGELES COUNTY OFFICE OF ED.,1920.0,7/1/2019,1308.0,179.4,1920
Los Angeles,ABC UNIFIED,1920.0,7/1/2019,755.0,832.5,20251
Los Angeles,ANTELOPE VALLEY UNION HIGH,1920.0,7/1/2019,1013.0,930.7,21121
Los Angeles,ARCADIA UNIFIED,1920.0,7/1/2019,304.0,372.6,9239
Los Angeles,AZUSA UNIFIED,1920.0,7/1/2019,413.0,378.8,7701
Los Angeles,BALDWIN PARK UNIFIED,1920.0,7/1/2019,673.0,540.6,12087
Los Angeles,BASSETT UNIFIED,1920.0,7/1/2019,156.0,132.3,3403
Los Angeles,BELLFLOWER UNIFIED,1920.0,7/1/2019,301.0,505.5,11386
Los Angeles,BEVERLY HILLS UNIFIED,1920.0,7/1/2019,178.0,223.5,3560
Los Angeles,BONITA UNIFIED,1920.0,7/1/2019,324.0,435.6,9995
Los Angeles,BURBANK UNIFIED,1920.0,7/1/2019,474.0,641.5,15142
Los Angeles,CASTAIC UNION ELEMENTARY,1920.0,7/1/2019,86.0,86.3,2019
Los Angeles,CENTINELA VALLEY HIGH,1920.0,7/1/2019,300.0,338.9,6293
Los Angeles,CHARTER OAK UNIFIED,1920.0,7/1/2019,209.0,201.9,4528
Los Angeles,CLAREMONT UNIFIED,1920.0,7/1/2019,262.0,290.2,6849
Los Angeles,COVINA-VALLEY UNIFIED,1920.0,7/1/2019,427.0,504.7,11628
Los Angeles,CULVER CITY UNIFIED,1920.0,7/1/2019,245.0,305.3,7088
Los Angeles,DOWNEY UNIFIED,1920.0,7/1/2019,884.0,956.1,22043
Los Angeles,DUARTE UNIFIED,1920.0,7/1/2019,211.0,164.8,3423
Los Angeles,EASTSIDE ELEMENTARY,1920.0,7/1/2019,168.0,142.4,3320
Los Angeles,EAST WHITTIER CITY ELEMENTARY,1920.0,7/1/2019,320.0,364.3,8468
Los Angeles,EL MONTE CITY ELEMENTARY,1920.0,7/1/2019,385.0,360.3,7912
Los Angeles,EL MONTE UNION HIGH,1920.0,7/1/2019,371.0,395.6,8264
Los Angeles,EL RANCHO UNIFIED,1920.0,7/1/2019,314.0,344.9,8212
Los Angeles,EL SEGUNDO UNIFIED,1920.0,7/1/2019,93.0,160.1,3497
Los Angeles,GARVEY ELEMENTARY,1920.0,7/1/2019,205.0,199.3,4463
Los Angeles,GLENDALE UNIFIED,1920.0,7/1/2019,895.0,1087.4,25468
Los Angeles,GLENDORA UNIFIED,1920.0,7/1/2019,231.0,314.4,7091
Los Angeles,GORMAN ELEMENTARY,1920.0,7/1/2019,107.0,3.2,74
Los Angeles,HAWTHORNE ELEMENTARY,1920.0,7/1/2019,289.0,317.0,7340
Los Angeles,HERMOSA BEACH CITY ELEMENTARY,1920.0,7/1/2019,48.0,57.1,1351
Los Angeles,HUGHES-ELIZABETH LAKES UNION ELEM.,1920.0,7/1/2019,8.0,6.9,179
Los Angeles,INGLEWOOD UNIFIED,1920.0,7/1/2019,469.0,306.5,8327
Los Angeles,KEPPEL ELEMENTARY,1920.0,7/1/2019,145.0,107.0,2650
Los Angeles,LA CANADA UNIFIED,1920.0,7/1/2019,168.0,170.8,4120
Los Angeles,LANCASTER ELEMENTARY,1920.0,7/1/2019,826.0,603.6,14330
Los Angeles,LAS VIRGENES UNIFIED,1920.0,7/1/2019,380.0,459.4,10866
Los Angeles,LAWNDALE ELEMENTARY,1920.0,7/1/2019,303.0,212.2,5168
Los Angeles,LENNOX ELEMENTARY,1920.0,7/1/2019,352.0,249.1,4940
Los Angeles,LITTLE LAKE CITY ELEMENTARY,1920.0,7/1/2019,194.0,202.7,4368
Los Angeles,LONG BEACH UNIFIED,1920.0,7/1/2019,2304.0,2837.7,71529
Los Angeles,LOS ANGELES UNIFIED,1920.0,7/1/2019,30239.0,19687.5,481041
Los Angeles,LOS NIETOS ELEMENTARY,1920.0,7/1/2019,106.0,68.9,1493
Los Angeles,LYNWOOD UNIFIED,1920.0,7/1/2019,654.0,553.4,13208
Los Angeles,MONROVIA UNIFIED,1920.0,7/1/2019,219.0,234.8,5385
Los Angeles,MONTEBELLO UNIFIED,1920.0,7/1/2019,751.0,985.7,24324
Los Angeles,MOUNTAIN VIEW ELEMENTARY,1920.0,7/1/2019,325.0,280.8,6122
Los Angeles,NEWHALL ELEMENTARY,1920.0,7/1/2019,242.0,281.9,6264
Los Angeles,NORWALK-LA MIRADA UNIFIED,1920.0,7/1/2019,710.0,723.2,16911
Los Angeles,PALMDALE ELEMENTARY,1920.0,7/1/2019,1023.0,769.2,18229
Los Angeles,PALOS VERDES PENINSULA UNIFIED,1920.0,7/1/2019,477.0,454.4,10974
Los Angeles,PARAMOUNT UNIFIED,1920.0,7/1/2019,580.0,659.8,14291
